"","Date","Location.Code","CW","CH","TH","Stage","Measurer.s."
"1142",2019-06-17,"COR",2.5,5.5,7,"megalopae","SKG, CC"
"1143",2019-06-17,"COR",2.5,5.5,7.1,"megalopae","SKG, CC"
"1144",2019-06-17,"COR",2.5,5.5,7.3,"megalopae","SKG, CC"
"1145",2019-06-17,"COR",2.5,5.6,7,"megalopae","SKG, CC"
"1146",2019-06-17,"COR",2.5,5.9,7.4,"megalopae","SKG, CC"
"1147",2019-06-17,"COR",2.5,6.1,7.3,"megalopae","SKG, CC"
"1148",2019-06-17,"COR",2.6,5.5,6.9,"megalopae","SKG, CC"
"1149",2019-06-17,"COR",2.6,5.6,7,"megalopae","SKG, CC"
"1150",2019-06-17,"COR",2.7,5.2,7,"megalopae","SKG, CC"
"1151",2019-06-17,"COR",2.7,5.5,7.2,"megalopae","SKG, CC"
"1152",2019-06-17,"COR",2.7,5.7,7.3,"megalopae","SKG, CC"
"1153",2019-06-17,"COR",2.7,5.7,7.4,"megalopae","SKG, CC"
"1154",2019-06-17,"COR",2.8,5.6,7.2,"megalopae","SKG, CC"
"1155",2019-06-17,"COR",2.8,5.7,7.4,"megalopae","SKG, CC"
"1156",2019-06-17,"COR",2.8,5.9,7.2,"megalopae","SKG, CC"
"1157",2019-06-24,"COR",2.1,5.2,6.3,"megalopae","SKG, CC"
"1158",2019-06-24,"COR",2.2,4.8,6.2,"megalopae","SKG, CC"
"1159",2019-06-24,"COR",2.2,5.2,7,"megalopae","SKG, CC"
"1160",2019-06-24,"COR",2.3,5,6.5,"megalopae","SKG, CC"
"1161",2019-06-24,"COR",2.3,5.1,6.7,"megalopae","SKG, CC"
"1162",2019-06-24,"COR",2.3,5.1,6.9,"megalopae","SKG, CC"
"1163",2019-06-24,"COR",2.3,5.5,6.7,"megalopae","SKG, CC"
"1164",2019-06-24,"COR",2.4,4.9,6.5,"megalopae","SKG, CC"
"1165",2019-06-24,"COR",2.4,5,6.8,"megalopae","SKG, CC"
"1166",2019-06-24,"COR",2.4,5.4,7.2,"megalopae","SKG, CC"
"1167",2019-06-24,"COR",2.4,5.5,6.7,"megalopae","SKG, CC"
"1168",2019-06-24,"COR",2.4,5.6,6.8,"megalopae","SKG, CC"
"1169",2019-06-24,"COR",2.4,5.9,7.1,"megalopae","SKG, CC"
"1170",2019-06-24,"COR",2.5,5.2,6.8,"megalopae","SKG, CC"
"1171",2019-06-24,"COR",2.5,5.3,6.2,"megalopae","SKG, CC"
"1172",2019-06-24,"COR",2.5,5.3,7,"megalopae","SKG, CC"
"1173",2019-06-24,"COR",2.5,5.3,7.1,"megalopae","SKG, CC"
"1174",2019-06-24,"COR",2.5,5.4,7.2,"megalopae","SKG, CC"
"1175",2019-06-24,"COR",2.5,6,7.4,"megalopae","SKG, CC"
"1176",2019-06-24,"COR",2.5,6.3,7.3,"megalopae","SKG, CC"
"1177",2019-06-24,"COR",2.6,5.2,6.8,"megalopae","SKG, CC"
"1178",2019-06-24,"COR",2.6,5.3,6.8,"megalopae","SKG, CC"
"1179",2019-06-24,"COR",2.6,5.3,6.9,"megalopae","SKG, CC"
"1180",2019-06-24,"COR",2.6,5.4,6.8,"megalopae","SKG, CC"
"1181",2019-06-24,"COR",2.6,5.7,6.8,"megalopae","SKG, CC"
"1182",2019-06-24,"COR",2.6,5.9,7.9,"megalopae","SKG, CC"
"1183",2019-06-24,"COR",2.7,5.6,7.3,"megalopae","SKG, CC"
"1184",2019-06-24,"COR",2.7,5.7,6.8,"megalopae","SKG, CC"
"1185",2019-06-24,"COR",2.8,5.6,7.4,"megalopae","SKG, CC"
"1186",2019-06-24,"COR",2.8,5.9,7.6,"megalopae","SKG, CC"
"1187",2019-07-02,"COR",1.9,4.8,6.3,"megalopae","SKG, CC"
"1188",2019-07-02,"COR",1.9,5.3,6.5,"megalopae","SKG, CC"
"1189",2019-07-02,"COR",2,5,6.7,"megalopae","SKG, CC"
"1190",2019-07-02,"COR",2,5.4,6.6,"megalopae","SKG, CC"
"1191",2019-07-02,"COR",2.1,5,6.4,"megalopae","SKG, CC"
"1192",2019-07-02,"COR",2.1,5.3,6.5,"megalopae","SKG, CC"
"1193",2019-07-02,"COR",2.1,5.3,6.7,"megalopae","SKG, CC"
"1194",2019-07-02,"COR",2.1,5.4,6.6,"megalopae","SKG, CC"
"1195",2019-07-02,"COR",2.2,4.6,6.4,"megalopae","SKG, CC"
"1196",2019-07-02,"COR",2.2,4.9,6.6,"megalopae","SKG, CC"
"1197",2019-07-02,"COR",2.2,5,6.6,"megalopae","SKG, CC"
"1198",2019-07-02,"COR",2.2,5,6.9,"megalopae","SKG, CC"
"1199",2019-07-02,"COR",2.2,5.2,6.6,"megalopae","SKG, CC"
"1200",2019-07-02,"COR",2.2,5.2,6.7,"megalopae","SKG, CC"
"1201",2019-07-02,"COR",2.2,5.2,6.8,"megalopae","SKG, CC"
"1202",2019-07-02,"COR",2.2,5.3,7,"megalopae","SKG, CC"
"1203",2019-07-02,"COR",2.2,5.3,7.2,"megalopae","SKG, CC"
"1204",2019-07-02,"COR",2.3,5,6.2,"megalopae","SKG, CC"
"1205",2019-07-02,"COR",2.3,5,6.5,"megalopae","SKG, CC"
"1206",2019-07-02,"COR",2.3,5.2,6.8,"megalopae","SKG, CC"
"1207",2019-07-02,"COR",2.3,5.3,6,"megalopae","SKG, CC"
"1208",2019-07-02,"COR",2.3,5.3,6.8,"megalopae","SKG, CC"
"1209",2019-07-02,"COR",2.3,5.6,6.8,"megalopae","SKG, CC"
"1210",2019-07-02,"COR",2.4,5.2,6.6,"megalopae","SKG, CC"
"1211",2019-07-02,"COR",2.4,5.4,6.8,"megalopae","SKG, CC"
"1212",2019-07-02,"COR",2.4,5.6,7.2,"megalopae","SKG, CC"
"1213",2019-07-02,"COR",2.4,5.8,7,"megalopae","SKG, CC"
"1214",2019-07-02,"COR",2.4,5.9,7.5,"megalopae","SKG, CC"
"1215",2019-07-02,"COR",3,5.8,7.2,"megalopae","SKG, CC"
"1216",2019-07-09,"COR",2.1,4.7,6.2,"megalopae","SKG, CC"
"1217",2019-07-09,"COR",2.1,4.9,6.4,"megalopae","SKG, CC"
"1218",2019-07-09,"COR",2.1,5.2,6.6,"megalopae","SKG, CC"
"1219",2019-07-09,"COR",2.1,5.2,6.7,"megalopae","SKG, CC"
"1220",2019-07-09,"COR",2.2,4.8,6.2,"megalopae","SKG, CC"
"1221",2019-07-09,"COR",2.2,5.1,6.4,"megalopae","SKG, CC"
"1222",2019-07-09,"COR",2.2,5.7,7,"megalopae","SKG, CC"
"1223",2019-07-09,"COR",2.2,5.7,7.2,"megalopae","SKG, CC"
"1224",2019-07-09,"COR",2.3,4.9,6.3,"megalopae","SKG, CC"
"1225",2019-07-09,"COR",2.3,5,6.2,"megalopae","SKG, CC"
"1226",2019-07-09,"COR",2.3,5,6.9,"megalopae","SKG, CC"
"1227",2019-07-09,"COR",2.3,5.1,6.5,"megalopae","SKG, CC"
"1228",2019-07-09,"COR",2.3,5.3,6.5,"megalopae","SKG, CC"
"1229",2019-07-09,"COR",2.3,5.4,7,"megalopae","SKG, CC"
"1230",2019-07-09,"COR",2.3,5.8,6.8,"megalopae","SKG, CC"
"1231",2019-07-09,"COR",2.4,4.6,6.5,"megalopae","SKG, CC"
"1232",2019-07-09,"COR",2.4,4.9,6.5,"megalopae","SKG, CC"
"1233",2019-07-09,"COR",2.4,5,6.7,"megalopae","SKG, CC"
"1234",2019-07-09,"COR",2.4,5.1,6.3,"megalopae","SKG, CC"
"1235",2019-07-09,"COR",2.4,5.1,6.6,"megalopae","SKG, CC"
"1236",2019-07-09,"COR",2.4,5.2,6.2,"megalopae","SKG, CC"
"1237",2019-07-09,"COR",2.4,5.2,6.4,"megalopae","SKG, CC"
"1238",2019-07-09,"COR",2.4,5.2,6.7,"megalopae","SKG, CC"
"1239",2019-07-09,"COR",2.5,5.2,6.6,"megalopae","SKG, CC"
"1240",2019-07-09,"COR",2.5,5.3,6.5,"megalopae","SKG, CC"
"1241",2019-07-09,"COR",2.5,5.3,6.8,"megalopae","SKG, CC"
"1242",2019-07-09,"COR",2.5,5.5,7,"megalopae","SKG, CC"
"1243",2019-07-09,"COR",2.5,5.6,7.4,"megalopae","SKG, CC"
"1244",2019-07-09,"COR",2.6,5.4,6.9,"megalopae","SKG, CC"
"1245",2019-07-09,"COR",2.6,5.4,7,"megalopae","SKG, CC"
"1246",2019-07-15,"COR",2,4.5,6,"megalopae","SKG, CC"
"1247",2019-07-15,"COR",2,5.1,6.5,"megalopae","SKG, CC"
"1248",2019-07-15,"COR",2.1,4.9,6.1,"megalopae","SKG, CC"
"1249",2019-07-15,"COR",2.1,5.3,6.8,"megalopae","SKG, CC"
"1250",2019-07-15,"COR",2.2,5,6.4,"megalopae","SKG, CC"
"1251",2019-07-15,"COR",2.2,5.3,6.8,"megalopae","SKG, CC"
"1252",2019-07-15,"COR",2.2,5.4,6.8,"megalopae","SKG, CC"
"1253",2019-07-15,"COR",2.2,5.4,7,"megalopae","SKG, CC"
"1254",2019-07-15,"COR",2.3,4.8,6.6,"megalopae","SKG, CC"
"1255",2019-07-15,"COR",2.3,4.9,6.4,"megalopae","SKG, CC"
"1256",2019-07-15,"COR",2.3,5,6.3,"megalopae","SKG, CC"
"1257",2019-07-15,"COR",2.3,5,6.8,"megalopae","SKG, CC"
"1258",2019-07-15,"COR",2.3,5.2,6.8,"megalopae","SKG, CC"
"1259",2019-07-15,"COR",2.3,5.4,6.8,"megalopae","SKG, CC"
"1260",2019-07-15,"COR",2.3,5.4,6.9,"megalopae","SKG, CC"
"1261",2019-07-15,"COR",2.3,5.4,7.1,"megalopae","SKG, CC"
"1262",2019-07-15,"COR",2.3,5.5,7,"megalopae","SKG, CC"
"1263",2019-07-15,"COR",2.3,5.6,7,"megalopae","SKG, CC"
"1264",2019-07-15,"COR",2.3,5.9,6.8,"megalopae","SKG, CC"
"1265",2019-07-15,"COR",2.4,5.2,6.8,"megalopae","SKG, CC"
"1266",2019-07-15,"COR",2.4,5.4,6.9,"megalopae","SKG, CC"
"1267",2019-07-15,"COR",2.4,5.6,6.6,"megalopae","SKG, CC"
"1268",2019-07-15,"COR",2.4,5.6,7,"megalopae","SKG, CC"
"1269",2019-07-15,"COR",2.5,5.4,6.6,"megalopae","SKG, CC"
"1270",2019-07-15,"COR",2.5,5.5,6.5,"megalopae","SKG, CC"
"1271",2019-07-15,"COR",2.5,5.5,6.6,"megalopae","SKG, CC"
"1272",2019-07-15,"COR",2.5,5.6,6.5,"megalopae","SKG, CC"
"1273",2019-07-15,"COR",2.5,5.6,6.8,"megalopae","SKG, CC"
"1274",2019-07-15,"COR",2.5,5.6,7.2,"megalopae","SKG, CC"
"1275",2019-07-15,"COR",2.5,5.7,7.1,"megalopae","SKG, CC"
"1276",2019-07-22,"COR",1.9,4.3,6.5,"megalopae","SKG, CC"
"1277",2019-07-22,"COR",2,5.3,6.2,"megalopae","SKG, CC"
"1278",2019-07-22,"COR",2,5.3,6.8,"megalopae","SKG, CC"
"1279",2019-07-22,"COR",2.1,2.8,6.5,"megalopae","SKG, CC"
"1280",2019-07-22,"COR",2.1,4.9,6,"megalopae","SKG, CC"
"1281",2019-07-22,"COR",2.1,4.9,6.5,"megalopae","SKG, CC"
"1282",2019-07-22,"COR",2.1,5,6.5,"megalopae","SKG, CC"
"1283",2019-07-22,"COR",2.1,5.3,6.4,"megalopae","SKG, CC"
"1284",2019-07-22,"COR",2.1,5.3,6.7,"megalopae","SKG, CC"
"1285",2019-07-22,"COR",2.1,5.4,6.7,"megalopae","SKG, CC"
"1286",2019-07-22,"COR",2.1,5.4,6.8,"megalopae","SKG, CC"
"1287",2019-07-22,"COR",2.3,5,6.7,"megalopae","SKG, CC"
"1288",2019-07-22,"COR",2.3,5.1,6.7,"megalopae","SKG, CC"
"1289",2019-07-22,"COR",2.3,5.2,7.1,"megalopae","SKG, CC"
"1290",2019-07-22,"COR",2.3,5.3,7,"megalopae","SKG, CC"
"1291",2019-07-22,"COR",2.3,5.6,6.5,"megalopae","SKG, CC"
"1292",2019-07-22,"COR",2.4,4.8,6.4,"megalopae","SKG, CC"
"1293",2019-07-22,"COR",2.4,5.1,6.3,"megalopae","SKG, CC"
"1294",2019-07-22,"COR",2.4,5.1,7,"megalopae","SKG, CC"
"1295",2019-07-22,"COR",2.4,5.2,6.3,"megalopae","SKG, CC"
"1296",2019-07-22,"COR",2.4,5.2,6.8,"megalopae","SKG, CC"
"1297",2019-07-22,"COR",2.4,5.3,6.7,"megalopae","SKG, CC"
"1298",2019-07-22,"COR",2.4,5.4,6.6,"megalopae","SKG, CC"
"1299",2019-07-22,"COR",2.4,6.5,7.3,"megalopae","SKG, CC"
"1300",2019-07-22,"COR",2.5,5.3,7,"megalopae","SKG, CC"
"1301",2019-07-22,"COR",2.5,5.5,6.6,"megalopae","SKG, CC"
"1302",2019-07-22,"COR",2.5,6.3,7.5,"megalopae","SKG, CC"
"1303",2019-07-22,"COR",2.6,5.7,7.4,"megalopae","SKG, CC"
"1304",2019-07-30,"COR",2,4.6,6.1,"megalopae","SKG, CC"
"1305",2019-07-30,"COR",2.4,5,6.6,"megalopae","SKG, CC"
"1306",2019-07-30,"COR",2.6,5.4,7.2,"megalopae","SKG, CC"
"1307",2019-08-05,"COR",2.1,4.8,6.3,"megalopae","SKG, CC"
"1308",2019-08-05,"COR",2.2,5.6,6.8,"megalopae","SKG, CC"
"1309",2019-06-13,"OAK",2.6,5.9,7.9,"megalopae","SKG, CC"
"1310",2019-06-17,"OAK",2.4,5.4,6.7,"megalopae","SKG, CC"
"1311",2019-06-17,"OAK",2.4,5.4,6.8,"megalopae","SKG, CC"
"1312",2019-06-17,"OAK",2.5,5.4,7.1,"megalopae","SKG, CC"
"1313",2019-06-25,"OAK",2.6,5.5,7.2,"megalopae","SKG, CC"
"1314",2019-06-25,"OAK",2.7,6,7.3,"megalopae","SKG, CC"
"1315",2019-04-15,"ROS",3.4,6.8,8.5,"megalopae","SKG, CC"
"1316",2019-04-15,"ROS",3.5,7.2,8.7,"megalopae","SKG, CC"
"1317",2019-04-15,"ROS",3.5,7.3,8.8,"megalopae","SKG, CC"
"1318",2019-04-22,"ROS",3.3,6.6,8,"megalopae","SKG, CC"
"1319",2019-04-22,"ROS",3.3,7.1,8.5,"megalopae","SKG, CC"
"1320",2019-04-22,"ROS",3.5,6.7,8.3,"megalopae","SKG, CC"
"1321",2019-04-22,"ROS",3.5,7,9.2,"megalopae","SKG, CC"
"1322",2019-04-22,"ROS",3.7,6.7,8.3,"megalopae","SKG, CC"
"1323",2019-04-22,"ROS",3.7,7.2,8.9,"megalopae","SKG, CC"
"1324",2019-04-22,"ROS",3.8,7.1,9.1,"megalopae","SKG, CC"
"1325",2019-04-22,"ROS",3.9,7.2,9.1,"megalopae","SKG, CC"
"1326",2019-04-25,"ROS",3.3,6.7,8.2,"megalopae","SKG, CC"
"1327",2019-04-25,"ROS",3.3,7.1,8.6,"megalopae","SKG, CC"
"1328",2019-04-25,"ROS",3.3,7.1,8.7,"megalopae","SKG, CC"
"1329",2019-04-25,"ROS",3.4,6.5,8.2,"megalopae","SKG, CC"
"1330",2019-04-25,"ROS",3.4,6.9,8.8,"megalopae","SKG, CC"
"1331",2019-04-25,"ROS",3.4,7,8.9,"megalopae","SKG, CC"
"1332",2019-04-25,"ROS",3.4,7,9,"megalopae","SKG, CC"
"1333",2019-04-25,"ROS",3.5,7.1,8.8,"megalopae","SKG, CC"
"1334",2019-04-25,"ROS",3.6,7.1,9.2,"megalopae","SKG, CC"
"1335",2019-04-29,"ROS",2.9,6.2,8.2,"megalopae","SKG, CC"
"1336",2019-04-29,"ROS",3,6,7.6,"megalopae","SKG, CC"
"1337",2019-04-29,"ROS",3,7.1,8.9,"megalopae","SKG, CC"
"1338",2019-04-29,"ROS",3.1,6.5,8,"megalopae","SKG, CC"
"1339",2019-04-29,"ROS",3.1,6.5,8.8,"megalopae","SKG, CC"
"1340",2019-04-29,"ROS",3.2,6.9,8.7,"megalopae","SKG, CC"
"1341",2019-04-29,"ROS",3.3,6.3,8,"megalopae","SKG, CC"
"1342",2019-04-29,"ROS",3.3,6.4,7.5,"megalopae","SKG, CC"
"1343",2019-04-29,"ROS",3.3,6.5,9,"megalopae","SKG, CC"
"1344",2019-04-29,"ROS",3.3,6.6,8.5,"megalopae","SKG, CC"
"1345",2019-04-29,"ROS",3.3,6.9,8.5,"megalopae","SKG, CC"
"1346",2019-04-29,"ROS",3.3,6.9,8.7,"megalopae","SKG, CC"
"1347",2019-04-29,"ROS",3.3,7.1,8.2,"megalopae","SKG, CC"
"1348",2019-04-29,"ROS",3.3,7.1,8.5,"megalopae","SKG, CC"
"1349",2019-04-29,"ROS",3.4,6.2,8.4,"megalopae","SKG, CC"
"1350",2019-04-29,"ROS",3.4,6.5,8.1,"megalopae","SKG, CC"
"1351",2019-04-29,"ROS",3.4,7,8.5,"megalopae","SKG, CC"
"1352",2019-04-29,"ROS",3.4,7.2,8.7,"megalopae","SKG, CC"
"1353",2019-04-29,"ROS",3.4,7.4,9.1,"megalopae","SKG, CC"
"1354",2019-04-29,"ROS",3.5,5.5,7.8,"megalopae","SKG, CC"
"1355",2019-04-29,"ROS",3.5,7,8,"megalopae","SKG, CC"
"1356",2019-04-29,"ROS",3.5,7,8.9,"megalopae","SKG, CC"
"1357",2019-04-29,"ROS",3.5,7.3,8.5,"megalopae","SKG, CC"
"1358",2019-04-29,"ROS",3.5,7.5,9.2,"megalopae","SKG, CC"
"1359",2019-04-29,"ROS",3.5,7.8,8.5,"megalopae","SKG, CC"
"1360",2019-04-29,"ROS",3.6,7.2,9.2,"megalopae","SKG, CC"
"1361",2019-04-29,"ROS",3.7,7.4,9.3,"megalopae","SKG, CC"
"1362",2019-04-29,"ROS",3.7,7.9,9.3,"megalopae","SKG, CC"
"1363",2019-04-29,"ROS",4.1,6.2,7.6,"megalopae","SKG, CC"
"1364",2019-04-29,"ROS",4.5,7.7,8.6,"megalopae","SKG, CC"
"1365",2019-05-06,"ROS",2.7,6.5,7.5,"megalopae","SKG, CC"
"1366",2019-05-06,"ROS",2.7,6.5,7.9,"megalopae","SKG, CC"
"1367",2019-05-06,"ROS",2.8,6.5,8.3,"megalopae","SKG, CC"
"1368",2019-05-06,"ROS",3,6.7,8.4,"megalopae","SKG, CC"
"1369",2019-05-06,"ROS",3,6.8,8.2,"megalopae","SKG, CC"
"1370",2019-05-06,"ROS",3,7.5,8.3,"megalopae","SKG, CC"
"1371",2019-05-06,"ROS",3.1,6.3,8.1,"megalopae","SKG, CC"
"1372",2019-05-06,"ROS",3.1,6.4,8.2,"megalopae","SKG, CC"
"1373",2019-05-06,"ROS",3.2,6.2,7.8,"megalopae","SKG, CC"
"1374",2019-05-06,"ROS",3.2,6.4,8.1,"megalopae","SKG, CC"
"1375",2019-05-06,"ROS",3.2,7.4,8.3,"megalopae","SKG, CC"
"1376",2019-05-06,"ROS",3.3,6.2,7.6,"megalopae","SKG, CC"
"1377",2019-05-06,"ROS",3.3,6.8,8.5,"megalopae","SKG, CC"
"1378",2019-05-06,"ROS",3.3,6.8,8.7,"megalopae","SKG, CC"
"1379",2019-05-06,"ROS",3.3,6.9,8,"megalopae","SKG, CC"
"1380",2019-05-06,"ROS",3.3,7.7,8.7,"megalopae","SKG, CC"
"1381",2019-05-06,"ROS",3.4,6.4,8.1,"megalopae","SKG, CC"
"1382",2019-05-06,"ROS",3.4,6.5,8,"megalopae","SKG, CC"
"1383",2019-05-06,"ROS",3.4,6.6,8.4,"megalopae","SKG, CC"
"1384",2019-05-06,"ROS",3.4,7,8.4,"megalopae","SKG, CC"
"1385",2019-05-06,"ROS",3.4,7,8.5,"megalopae","SKG, CC"
"1386",2019-05-06,"ROS",3.4,7.6,8.8,"megalopae","SKG, CC"
"1387",2019-05-06,"ROS",3.5,6.7,8.6,"megalopae","SKG, CC"
"1388",2019-05-06,"ROS",3.5,6.8,8.5,"megalopae","SKG, CC"
"1389",2019-05-06,"ROS",3.5,7.2,8.8,"megalopae","SKG, CC"
"1390",2019-05-06,"ROS",3.6,7.2,8.7,"megalopae","SKG, CC"
"1391",2019-05-06,"ROS",3.6,7.5,8.8,"megalopae","SKG, CC"
"1392",2019-05-06,"ROS",3.6,7.5,9.4,"megalopae","SKG, CC"
"1393",2019-05-06,"ROS",3.7,7.1,8.5,"megalopae","SKG, CC"
"1394",2019-05-06,"ROS",3.8,6.8,8.6,"megalopae","SKG, CC"
"1395",2019-05-13,"ROS",2.6,5.7,7.6,"megalopae","SKG, CC"
"1396",2019-05-13,"ROS",2.7,6.4,7.3,"megalopae","SKG, CC"
"1397",2019-05-13,"ROS",2.9,6.4,8.1,"megalopae","SKG, CC"
"1398",2019-05-13,"ROS",2.9,6.5,8.2,"megalopae","SKG, CC"
"1399",2019-05-13,"ROS",2.9,6.7,7.9,"megalopae","SKG, CC"
"1400",2019-05-13,"ROS",3,6.5,8.1,"megalopae","SKG, CC"
"1401",2019-05-13,"ROS",3,6.5,8.3,"megalopae","SKG, CC"
"1402",2019-05-13,"ROS",3,6.7,8.3,"megalopae","SKG, CC"
"1403",2019-05-13,"ROS",3,6.9,8.5,"megalopae","SKG, CC"
"1404",2019-05-13,"ROS",3,7.1,8.7,"megalopae","SKG, CC"
"1405",2019-05-13,"ROS",3,7.2,8.7,"megalopae","SKG, CC"
"1406",2019-05-13,"ROS",3.1,6.2,8,"megalopae","SKG, CC"
"1407",2019-05-13,"ROS",3.1,6.4,8.1,"megalopae","SKG, CC"
"1408",2019-05-13,"ROS",3.1,6.7,8.2,"megalopae","SKG, CC"
"1409",2019-05-13,"ROS",3.1,6.9,8.4,"megalopae","SKG, CC"
"1410",2019-05-13,"ROS",3.1,7.2,8.6,"megalopae","SKG, CC"
"1411",2019-05-13,"ROS",3.2,6.6,8.5,"megalopae","SKG, CC"
"1412",2019-05-13,"ROS",3.2,6.9,8.5,"megalopae","SKG, CC"
"1413",2019-05-13,"ROS",3.2,7,8.6,"megalopae","SKG, CC"
"1414",2019-05-13,"ROS",3.3,6.8,8.3,"megalopae","SKG, CC"
"1415",2019-05-13,"ROS",3.3,6.8,8.4,"megalopae","SKG, CC"
"1416",2019-05-13,"ROS",3.3,6.9,8.4,"megalopae","SKG, CC"
"1417",2019-05-13,"ROS",3.3,7,8.7,"megalopae","SKG, CC"
"1418",2019-05-13,"ROS",3.4,6.4,8.1,"megalopae","SKG, CC"
"1419",2019-05-13,"ROS",3.4,6.6,7.9,"megalopae","SKG, CC"
"1420",2019-05-13,"ROS",3.4,6.9,8.6,"megalopae","SKG, CC"
